Name,(Sonstige) Bezeichnung / Abk.,Country,Category,Verifier,URL,URL-Sprache,Verlagshaus,Twitter-Account,Nickname,Organisation,Position,Follower,Tweets,Link
"Waser, Gregor",,CH,,Vincenzo,,,,@gregorwaser,,Schweiz am Sonntag,"Reiseredaktor & Produzent , 
Freelance @hotelrevue & @mkredaktion",472,301,https://twitter.com/gregorwaser
"Wattenhofer, Reto",,CH,,Vincenzo,,,,@retowa,,Inlandredaktion SDA,Journalist,147,125,https://twitter.com/retowa
"Weber, Daniel",,CH,,Vincenzo,,,,@danielweber57,,NZZ Folio,Editor-in-Chief,603,319,https://twitter.com/danielweber57
"Weber, Gaudenz",,CH,,Vincenzo,,,,@garizabo,,,Radiojournalist,198,39,https://twitter.com/garizabo
"Weber, Konrad",,CH,,Vincenzo,,,,@konradweber,,SRF News,Multimedia-Journalist,4'821,6'451,https://twitter.com/konradweber
"Weber, Pascal",,MidEast,,Vincenzo,,,,@srfpascalweber,,SRF,MidEast-Correspondent for Swiss TV. Based in Cairo.,884,2'009,https://twitter.com/srfpascalweber
"Weber, Sarah",,CH,,Vincenzo,,,,@sa_we,,,Journlistin,188,19,https://twitter.com/sa_we
"Wedl, Johanna",,CH,,Vincenzo,,,,@j_wedl,,,Journalistin,385,1'244,https://twitter.com/j_wedl
"Wehrli, Thomas",,CH,,Vincenzo,,,,@thomas_wehrli,,Basler Zeitung,Ressortleiter Politik,644,928,https://twitter.com/thomas_wehrli
"Weibel, Joel",,CH,,Vincenzo,,,,@weibel82,,Bern,Student Politikwissenschaft,346,1'718,https://twitter.com/weibel82
"Weibel, Thomas",,CH,,Vincenzo,,,,@thomasweibel,,,Multi & Media,392,4'996,https://twitter.com/thomasweibel
"Weinmann, Michael",,CH,,Vincenzo,,,,@tv_weinmann,,Schweiz Aktuell,"Journalist, Moderator ",441,485,https://twitter.com/tv_weinmann
"Wenger, Alexander",,CH,,Vincenzo,,,,@WengerAlexander,,,TV-Redakteur & Produzent,890,1'397,https://twitter.com/WengerAlexander
"Wermelinger, Roland",,CH,,Vincenzo,,,,@wuermidernarr,,Radio SRF,,231,52,https://twitter.com/wuermidernarr
"Wermuth, Cédric",,CH,,Vincenzo,,,,@cedricwermuth,,,Nationalrat - Sozialdemokratische Partei,27 Tsd,4338,https://twitter.com/cedricwermuth
"Wernli, Judith",,CH,,Vincenzo,,,,@JudithWernli,,SRF 3,Moderatorin,2'535,430,https://twitter.com/JudithWernli
"Wernli, Judith",,CH,,Vincenzo,,,,@JudithWernli,,SRF 3,Moderatorin,2'535,430,https://twitter.com/JudithWernli
"Werren, Bettina",,CH,,Vincenzo,,,,@Frau_W,,SRF,"#Blogger #Vine #Event #Marketing #Bike #Kreis4 Privat hier, Job #SRF",2110,44.8 Tsd,https://twitter.com/Frau_W
"Wertheimer, Pia",,CH,,Vincenzo,,,,@Wertli,,,Journalistin,1'016,1'408,https://twitter.com/Wertli
"Wick, Hanna",,CH,,Vincenzo,,,,@sciborg01,,SRF,Science journalist by profession,498,2'044,https://twitter.com/sciborg01
"Wicki, Michael ",,CH,,Vincenzo,,,,@WickiMichael,,,Politikwissenschaftler | Public Management & Policy #UniBe | Sozialdemokrat | CH-Politik,1849,4829,https://twitter.com/WickiMichael
"Widmer, Joel",,CH,,Vincenzo,,,,@widmer_joel,,BLICK-Gruppe,"Journalist, Co-Leitung Ressort Politik",469,150,https://twitter.com/widmer_joel
"Widmer, Michèle",,CH,,Vincenzo,,,,@MiWidmer,,Tagesanzeiger / Newsnet,,238,20,https://twitter.com/MiWidmer
"Widmer, Reto",,CH,,Vincenzo,,,,@retowidmer,,,,236,389,https://twitter.com/retowidmer
"Widmer, Simon",,CH,,Vincenzo,,,,@WidmerSimon,,SonntagsZeitung ,Journalist,358,419,https://twitter.com/WidmerSimon
"Wiederkehr, David",,CH,,Vincenzo,,,,@DavidWiederkehr,,Tages-Anzeiger ?,Sport & Co von der Journalistentribüne,683,5'116,https://twitter.com/DavidWiederkehr
"Wiegold, Thomas",,CH,,Vincenzo,,,,@thomas_wiegold,,,,4'767,20'200,https://twitter.com/thomas_wiegold
"Wieland, Maria ",,CH,,Vincenzo,,,,@m_a_wieland,,Radio Bern 1,Redaktionsleiterin,306,273,https://twitter.com/m_a_wieland
"Wieland, Michael",,CH,,Vincenzo,,,,@miwibasel,,Radio Energy Basel,Leiter News-Redaktion und Musikblogger,670,2'458,https://twitter.com/miwibasel
"Wilczek, Bartosz",,CH,,Vincenzo,,,,@bartoszwilczek,,Università della Svizzera italiana,Research Assistant - researching convergence in newsrooms and the public sphere @USInews,432,655,https://twitter.com/bartoszwilczek
"Wild, Daria",,CH,,Vincenzo,,,,@dabladaria,,Watson News,Reporterin,205,393,https://twitter.com/dabladaria
"Wilhelm, Martin",,CH,,Vincenzo,,,,@martin_wilhelm,,Tages-Anzeiger,Redaktor,484,242,https://twitter.com/martin_wilhelm
"Winder, Marina",,CH,,Vincenzo,,,,@MarinaWinder,,St. Galler Tagblatt,Inlandredaktorin,108,37,https://twitter.com/MarinaWinder
"Winter, Dani",,CH,,Vincenzo,,,,@dani_winter,,,Journalist,1'090,865,https://twitter.com/dani_winter
"Witzig, Susanne",,,,Vincenzo,,,,@SusanneWitzig,,,,221,64,https://twitter.com/SusanneWitzig
"Wolf, Peter",,CH,,Vincenzo,,,,@Wolf,,,,1'013,848,https://twitter.com/Wolf
"Wüest, Monika",,CH,,Vincenzo,,,,@mowhow,,Willisauer Bote,Journalistin,307,550,https://twitter.com/mowhow
"Wullschleger, Andi",,CH,,Vincenzo,,,,@wullipulli,,"Radio Zürisee, Westnetz","Redaktor, Seitenmacher",449,1'857,https://twitter.com/wullipulli
"Wüthrich, Reto",,CH,,Vincenzo,,,,@retowuethrich,,,"Leiter Kommunikation, Kulturprozent & Sponsoring Migros Aare ",276,649,https://twitter.com/retowuethrich
"Wysling, Andreas",,CH,,Vincenzo,,,,@NZZawy,,Neue Zürcher Zeitung,Journalist,340,333,https://twitter.com/NZZawy
"Wysling, Andres",,CH,,Vincenzo,,,,@wwwebtourist,wwwebtourist,NZZ,"Von Streifzügen durch die Hallen und Kammern des World Wide Web berichtet Andres Wysling, Journalist bei NZZ – Neue Zürcher Zeitung.",153,221,https://twitter.com/wwwebtourist
"Wysling, Andres",,CH,,Vincenzo,,,,@NZZawy,,NZZ,Journalist,442,509,https://twitter.com/NZZawy
"Wyss-Aerni, Roland",,CH,,Vincenzo,,,,@rolandwyss,,"AlimentaCH, Rubmedia / Präsi Agrarjournalisten",Chefredakteur / Journalist BR,825,1'736,https://twitter.com/rolandwyss
"Wyss, Daniel ",,CH,,Vincenzo,,,,@wyssdaniel,,,member of @cvp_pdc,1158,19.6 Tsd,https://twitter.com/wyssdaniel
"Wyss, Vinzenz",,CH,,Vincenzo,,,,@VinzenzWyss,,ZHAW,Professor of Journalism,3642,5882,https://twitter.com/VinzenzWyss
"Zander, Corsin",,CH,,Vincenzo,,,,@CorsinZander,,Neue Zürcher Zeitung,Journalist / Student,621,1'381,https://twitter.com/CorsinZander
"Zanetti, Claudio ",,CH,,Vincenzo,,,,@zac1967,,,Jurist und Mitglied des #KRZH,3009,33.5 Tsd,https://twitter.com/zac1967
"Zaslawski, Valerie",,CH,,Vincenzo,,,,@valerinzgi,,NZZ,Redaktion Inland,323,108,https://twitter.com/valerinzgi
"Zaugg, Simon",,CH,,Vincenzo,,,,@vipsim,,,Main topics are #BrandJournalism & #ContentMarketing. Responsible also for @Contrexx & @ComvationAG,617,159,https://twitter.com/vipsim
"Zaugg, Sven",,CH,,Vincenzo,,,,@svenzaugg,,20 Minuten Online,"Wirtschafts- und Finanzjournalist, Redaktor",398,594,https://twitter.com/svenzaugg
"Zaugg, Thomas",,CH,,Vincenzo,,,,@thomaszaugg,,"Das Magazin, blog.dasmagazin.ch",Autor/Journalist bei Das Magazin,1'224,247,https://twitter.com/thomaszaugg
"Zech, Monika",,CH,,Vincenzo,,,,@monikazech,,Tageswoche,Ex-Redaktorin,414,110,https://twitter.com/monikazech
"Zedi, Roger",,CH,,Vincenzo,,,,@thezedi,,,social media comissary. technology writer. travel writer,342,1'039,https://twitter.com/thezedi
"Zehnder, Matthias",,CH,,Vincenzo,,,,@mattzehn,,bz Basel,Chefredaktor,671,413,https://twitter.com/mattzehn
"Zehr, Angelo",,CH,,Vincenzo,,,,@angelozehr,,Südostschweiz,Multimedia Journalist,651,1'292,https://twitter.com/angelozehr
"Zeller, René",,CH,,Vincenzo,,,,@renezeller,,Neue Zürcher Zeitung,"Stv. Chefredaktor, Ressortleiter Inland",2'083,292,https://twitter.com/renezeller
"Zemp, Pascal",,CH,,Vincenzo,,,,@pzemp,,,Redakteur,681,1'847,https://twitter.com/pzemp
"Zeugin, Christian",,CH,,Vincenzo,,,,@christianzeugin,,,"Radio-Journalist, Talkshow host",586,271,https://twitter.com/christianzeugin
"Ziegler, Harry",,CH,,Vincenzo,,,,@harryziegler,,,Journalist,208,153,https://twitter.com/harryziegler
"Zielina, Anita",,CH,,Vincenzo,,,,@Zielina,,NZZ,Chefredakteurin,21.6 Tsd,13.1 Tsd,https://twitter.com/Zielina
"Zier, Béla",,CH,,Vincenzo,,,,@BelaZier,,,Journalist,328,1'084,https://twitter.com/BelaZier
"Zihlmann, Oliver",,CH,,Vincenzo,,,,@oliver_zihlmann,,Sonntagszeitung und Le Matin Dimanche,Journalist,240,2,https://twitter.com/oliver_zihlmann
"Zilic, Adriana",,CH,,Vincenzo,,,,@AdrianaZilic,,SRF News,Onlineredaktorin,154,124,https://twitter.com/AdrianaZilic
"Zimmermann, Kurt W.",,CH,,Vincenzo,,,,@kurtwzimmermann,,,"Journalist, Verleger",1'216,280,https://twitter.com/kurtwzimmermann
"Zimmermann, Philipp",,CH,,Vincenzo,,,,@Ph_Zimmermann,,Aargauer Zeitung,,250,512,https://twitter.com/Ph_Zimmermann
"Zirin, Filip",,CH,,Vincenzo,,,,@fzirin,,,"Politikwissenschaftler, ICT-Journalist",202,401,https://twitter.com/fzirin
"Züblin, Adi Edi",,CH,,Vincenzo,,,,@adiedizublin,,,Journalist,144,775,https://twitter.com/adiedizublin
"Zurbriggen, Adrian",,CH,,Vincenzo,,,,@hollerazu,,Berner Zeitung,Stellvertretender Chefredaktor,195,240,https://twitter.com/hollerazu
,,CH,,Vincenzo,,,,@despudelskern,despudelskern,,Theatermachende und lehrende Radiofrau.,665,3'890,https://twitter.com/despudelskern
,,CH,,Vincenzo,,,,@mmmatze,Mmmatze,Joiztv,,1'980,16'600,https://twitter.com/mmmatze
"Bonanomi, Klaus",,CH,,Vincenzo,,,,@KlausBonanomi,,Radio SRF,Wirtschaftsredaktor Radio SRF,534,519,https://twitter.com/KlausBonanomi
"Gasche, Urs P.",,CH,,Vincenzo,,,,@upgasche,,Infosperber,,215,492,https://twitter.com/upgasche
"Pfister, Philippe",,CH,,Vincenzo,,,,@philippepfister,,SonntagsBlick,"Stv. Chefredaktor, SonntagsBlick",659,229,https://twitter.com/philippepfister
"Rechsteiner, Iso",,CH,,Vincenzo,,,,@rechstis,,SRG SSR,Strategie - Kommunikation - Medien,222,119,https://twitter.com/rechstis
